"Day_0" "Day_2" "Day_17"
"TRINITY_DN10451_c0_g1_i4" 0 0 0
"TRINITY_DN10451_c0_g1_i5" 0 0.0486533 0
"TRINITY_DN10497_c0_g1_i1" 2.79726 8.21468 0
"TRINITY_DN10453_c0_g1_i2" 0 0.439447 0
"TRINITY_DN10453_c0_g1_i3" 0.755698 0.528774 0
"TRINITY_DN10409_c0_g2_i1" 0 0.314113 0
"TRINITY_DN10409_c0_g2_i2" 0.596566 4.16241e-09 0
"TRINITY_DN10409_c0_g1_i1" 0 0.227323 0
"TRINITY_DN10409_c0_g3_i1" 0.617828 2.03377 3.59033
"TRINITY_DN10405_c0_g1_i1" 0 0 0
"TRINITY_DN10405_c0_g1_i2" 0 0 1.64057
"TRINITY_DN10405_c0_g1_i3" 1.37407 3.19251 137.105
"TRINITY_DN10405_c0_g1_i4" 0 0 0
"TRINITY_DN10405_c0_g1_i5" 0 0 0
"TRINITY_DN10414_c0_g1_i1" 0 0 0.976202
"TRINITY_DN10414_c0_g1_i3" 0 0 0
"TRINITY_DN10414_c0_g1_i4" 2.31348 8.18743 16.32
"TRINITY_DN10414_c0_g1_i6" 0.49977 0.529508 0
"TRINITY_DN10414_c0_g1_i7" 0 0.770965 0
"TRINITY_DN10414_c0_g1_i8" 0 0 0
"TRINITY_DN10462_c0_g1_i1" 3.18949 4.55793 0
"TRINITY_DN10417_c0_g1_i1" 0 0 0
"TRINITY_DN10467_c0_g1_i1" 0 0 0
"TRINITY_DN10457_c0_g1_i1" 0.156412 0 0
"TRINITY_DN10457_c0_g1_i2" 0.411275 0 0
"TRINITY_DN10457_c0_g1_i3" 0.087538 0 0
"TRINITY_DN10443_c0_g2_i1" 0 0 0
"TRINITY_DN10443_c0_g1_i11" 0 0 0
"TRINITY_DN10443_c0_g1_i2" 0 0 0
"TRINITY_DN10443_c0_g1_i4" 0 0 0
"TRINITY_DN10443_c0_g1_i5" 0.92392 1.36716 0
"TRINITY_DN10443_c0_g1_i8" 0 0 0
"TRINITY_DN10470_c0_g1_i1" 0 0.290681 0
"TRINITY_DN10489_c0_g1_i10" 0 0.115106 0.101071
"TRINITY_DN10489_c0_g1_i12" 0 0.189497 0.0875031
"TRINITY_DN10489_c0_g1_i15" 0 0.19939 0
"TRINITY_DN10489_c0_g1_i4" 0 0 0
"TRINITY_DN10489_c0_g1_i5" 0 0 0
"TRINITY_DN10479_c3_g1_i1" 0.332747 2.03331 0
"TRINITY_DN10479_c2_g1_i1" 1.82495 2.40752 0.118605
"TRINITY_DN10479_c0_g1_i1" 0.924192 4.34854 0
"TRINITY_DN4596_c0_g1_i1" 0 0 0
"TRINITY_DN4596_c0_g2_i1" 0 0 0
"TRINITY_DN4543_c0_g1_i1" 4.53394 2.03365 0.243888
"TRINITY_DN4532_c0_g1_i1" 0 0 0
"TRINITY_DN4532_c0_g1_i2" 2.002 10.2317 81.1208
"TRINITY_DN4532_c0_g2_i1" 0.969915 1.93398 0
"TRINITY_DN4533_c2_g1_i1" 0 5.08469 0
"TRINITY_DN4533_c1_g1_i1" 0 0.441219 0
"TRINITY_DN4533_c1_g1_i2" 0 0 0
"TRINITY_DN4533_c1_g1_i3" 0 0 0
"TRINITY_DN4581_c0_g1_i1" 0.75731 0 0
"TRINITY_DN4581_c0_g1_i2" 0 0.878557 0
"TRINITY_DN4581_c0_g1_i3" 0 0.19651 0
"TRINITY_DN4581_c0_g1_i4" 0 0 0
"TRINITY_DN4549_c0_g1_i1" 0 0 1.31188
"TRINITY_DN4549_c0_g1_i10" 0 0.22165 0
"TRINITY_DN4549_c0_g1_i2" 2.37769 1.2617 0
"TRINITY_DN4549_c0_g1_i4" 0 0.154102 2.52482
"TRINITY_DN4549_c0_g1_i5" 0 0.586837 2.10811
"TRINITY_DN4549_c0_g1_i8" 0 0 0
"TRINITY_DN4572_c0_g1_i1" 54.4962 35.9199 0
"TRINITY_DN4575_c0_g1_i1" 0 0.576215 0
"TRINITY_DN4545_c0_g1_i1" 2.19561 1.68404 0
"TRINITY_DN4547_c0_g1_i1" 19.6472 7.80525 0
"TRINITY_DN4547_c0_g1_i2" 0 0 0
"TRINITY_DN4547_c0_g1_i3" 0 0 0
"TRINITY_DN4547_c0_g1_i4" 0 0 0
"TRINITY_DN4546_c0_g1_i1" 2.10877 5.13513 0
"TRINITY_DN4561_c0_g1_i1" 0.575472 2.80321 0.154023
"TRINITY_DN4561_c0_g4_i1" 0.228815 2.56779 0
"TRINITY_DN4561_c0_g4_i2" 0 0 0
"TRINITY_DN4561_c0_g2_i1" 3.10667 1.97591 0
"TRINITY_DN4561_c0_g2_i2" 0 2.29526 12.5174
"TRINITY_DN4561_c0_g3_i1" 9.95016 7.24681 0
"TRINITY_DN4513_c1_g1_i1" 0.66654 0 0
"TRINITY_DN4513_c0_g1_i1" 0 0 0
"TRINITY_DN4513_c0_g1_i10" 0.227978 0.848756 0
"TRINITY_DN4513_c0_g1_i11" 0 0 0
"TRINITY_DN4513_c0_g1_i2" 0 0.478536 0
"TRINITY_DN4513_c0_g1_i3" 0 0.213075 0
"TRINITY_DN4513_c0_g1_i4" 0 0 0
"TRINITY_DN4513_c0_g1_i5" 0.349433 0.327059 0.705432
"TRINITY_DN4554_c0_g1_i1" 0 0 0
"TRINITY_DN4554_c0_g1_i2" 0 0 0
"TRINITY_DN4554_c0_g2_i1" 7.18792 32.09 47.2889
"TRINITY_DN4554_c1_g1_i1" 0 0 0
"TRINITY_DN4554_c1_g1_i2" 0 0 0.19119
"TRINITY_DN4554_c1_g1_i4" 0 0 0
"TRINITY_DN4544_c0_g1_i1" 1.47953 1.7107 0.0513073
"TRINITY_DN4563_c0_g1_i1" 1.63945 4.15198 0
"TRINITY_DN4563_c0_g1_i2" 0 0 0
"TRINITY_DN4500_c0_g1_i1" 0.17603 0.382978 0
"TRINITY_DN4500_c0_g1_i2" 0 0 0
"TRINITY_DN4552_c0_g1_i1" 0.0461008 0 0
"TRINITY_DN4552_c0_g1_i2" 0.101945 0 0
"TRINITY_DN4552_c0_g1_i3" 1.5813 4.88299 5.30492
"TRINITY_DN4552_c0_g1_i4" 0 0.170928 0
"TRINITY_DN4552_c0_g2_i1" 0.369882 0.201259 0
"TRINITY_DN4592_c0_g1_i1" 6.4667 16.7774 0.0104406
"TRINITY_DN4580_c0_g1_i1" 0.259978 0.18862 0
"TRINITY_DN4518_c3_g2_i1" 0 1.38644 1.19696
"TRINITY_DN4518_c3_g2_i2" 0 0.513285 1.4177
"TRINITY_DN4518_c3_g3_i1" 0.264892 0 0
"TRINITY_DN4518_c0_g1_i1" 0 0 0
"TRINITY_DN4518_c0_g1_i2" 0.0305312 0.332355 0
"TRINITY_DN4518_c4_g1_i1" 0 1.90706 7.23488
"TRINITY_DN4518_c3_g1_i1" 0.468658 2.041 22.0709
"TRINITY_DN4518_c3_g1_i2" 0 0 0
"TRINITY_DN4556_c0_g1_i1" 0 0 1.18678
"TRINITY_DN4517_c2_g2_i1" 0.289478 0.644034 1.3718
"TRINITY_DN4517_c2_g2_i2" 0.184941 0 0
"TRINITY_DN4517_c1_g1_i1" 0 0 0
"TRINITY_DN4517_c1_g1_i2" 0.71959 3.60902 0.0996086
"TRINITY_DN4517_c2_g1_i1" 0 0 0
"TRINITY_DN4517_c2_g1_i2" 0 0 0
"TRINITY_DN4517_c0_g1_i1" 1.18661 0.745132 0.127278
"TRINITY_DN4517_c0_g1_i2" 3.06191 3.09849 0
"TRINITY_DN4576_c0_g1_i1" 0 0 0
"TRINITY_DN4576_c0_g1_i2" 0 0 0
"TRINITY_DN4576_c0_g1_i3" 0.0364125 0 0
"TRINITY_DN4576_c0_g1_i4" 0 0.0436393 0
"TRINITY_DN4576_c0_g1_i6" 0 0.0788161 0
"TRINITY_DN4576_c0_g1_i7" 0 0 0
"TRINITY_DN4501_c0_g1_i1" 6.90078 1.57615 0
"TRINITY_DN4577_c0_g1_i1" 0 0.958436 0
"TRINITY_DN4577_c0_g1_i2" 0 0.470777 0
"TRINITY_DN4558_c0_g1_i4" 0.705866 0.811573 0.0042635
"TRINITY_DN4558_c0_g1_i7" 1.75543 1.21989 0
"TRINITY_DN4558_c0_g1_i8" 0.130361 0.0257751 0
"TRINITY_DN4579_c0_g1_i1" 0 0 0
"TRINITY_DN4579_c0_g1_i2" 0.203333 0.221205 0
"TRINITY_DN4574_c0_g1_i1" 0.765976 1.53506 0
"TRINITY_DN4574_c0_g1_i2" 0 0.43217 0
"TRINITY_DN4574_c0_g1_i4" 1.26398 0.238753 0
"TRINITY_DN4539_c0_g1_i1" 3.62256 10.5433 0.0472887
"TRINITY_DN4508_c0_g3_i1" 0 0 0
"TRINITY_DN4508_c0_g2_i1" 0 0 0.139957
"TRINITY_DN4508_c1_g1_i1" 0 0 0
"TRINITY_DN4508_c0_g1_i2" 1.3645 9.19014 41.6733
"TRINITY_DN4508_c0_g1_i3" 0 0 0
"TRINITY_DN4508_c0_g1_i4" 14.3346 72.4276 8.4626
"TRINITY_DN4508_c0_g1_i5" 4.03551 16.6251 17.145
"TRINITY_DN4585_c0_g1_i1" 9.86484 9.29793 0
"TRINITY_DN4570_c0_g1_i1" 9.21462 11.5571 0
"TRINITY_DN4567_c0_g1_i10" 1.69482 1.54425 0
"TRINITY_DN4567_c0_g1_i11" 2.15094 0 0
"TRINITY_DN4567_c0_g1_i3" 0.622736 0.55893 0
"TRINITY_DN4567_c0_g1_i4" 0 2.55371 0
"TRINITY_DN4567_c0_g1_i7" 1.94385 0 0
"TRINITY_DN4567_c0_g1_i8" 1.62882 1.56387 0
"TRINITY_DN4567_c0_g2_i1" 0.349013 0.373419 0
"TRINITY_DN4515_c0_g1_i1" 14.6379 13.3436 0
"TRINITY_DN4511_c3_g1_i1" 0.289478 0 0.13718
"TRINITY_DN4511_c2_g1_i1" 38.3488 47.2282 0.0937939
"TRINITY_DN4511_c0_g1_i1" 0 0 1.47598
"TRINITY_DN4511_c0_g1_i3" 0 0 0
"TRINITY_DN4511_c0_g2_i1" 2.74818 0.594963 0
"TRINITY_DN4542_c1_g1_i1" 0.462097 1.18782 0
"TRINITY_DN4542_c1_g1_i2" 0.657417 1.80161 0
"TRINITY_DN4542_c1_g1_i3" 0 0.219993 0
"TRINITY_DN4542_c1_g1_i4" 96.4421 16.979 0
"TRINITY_DN4542_c1_g1_i5" 0 0 0
"TRINITY_DN4542_c1_g1_i6" 0.105284 0.256103 1.59902
"TRINITY_DN4542_c1_g1_i7" 0 0 0
"TRINITY_DN4542_c1_g1_i8" 0 0.315934 0
"TRINITY_DN4542_c1_g1_i9" 0 1.34071 0
"TRINITY_DN4542_c1_g2_i1" 0 1.25645 0
"TRINITY_DN4542_c0_g1_i10" 0.576869 0 0
"TRINITY_DN4542_c0_g1_i12" 0.864166 0 0
"TRINITY_DN4542_c0_g1_i13" 0.787201 1.1792 0
"TRINITY_DN4542_c0_g1_i14" 0 0 0
"TRINITY_DN4542_c0_g1_i15" 0 0 0
"TRINITY_DN4542_c0_g1_i18" 0.697928 2.21281 0
"TRINITY_DN4542_c0_g1_i2" 0.770332 8.7096 0
"TRINITY_DN4542_c0_g1_i3" 19.5877 20.0448 6.03861
"TRINITY_DN4542_c0_g1_i4" 0 0 0.392477
"TRINITY_DN4542_c0_g1_i5" 0 0 0
"TRINITY_DN4542_c0_g1_i6" 1.04883 0 2.08081
"TRINITY_DN4542_c0_g1_i7" 0 0 0
"TRINITY_DN4542_c0_g1_i8" 5.06743 5.32077 2.55222
"TRINITY_DN4542_c0_g1_i9" 0 0 0
"TRINITY_DN4562_c0_g1_i1" 0.750805 0.490323 0
"TRINITY_DN4504_c1_g1_i1" 0 0 4.90254
"TRINITY_DN4504_c1_g2_i1" 0 0.161343 0
"TRINITY_DN4504_c1_g2_i2" 0 0 0
"TRINITY_DN4504_c1_g2_i3" 0 0 1.00978
"TRINITY_DN4504_c1_g2_i4" 1.89607 2.46022 0.646211
"TRINITY_DN4504_c1_g2_i5" 0 1.55259 0
"TRINITY_DN4504_c1_g2_i6" 0 0 0
"TRINITY_DN4504_c1_g2_i7" 0 0 0
"TRINITY_DN4593_c0_g1_i1" 4.30027 11.4842 0
"TRINITY_DN4588_c0_g1_i1" 0 0.354335 0
"TRINITY_DN4588_c0_g1_i10" 4.12086 6.3413 1.46455
"TRINITY_DN4588_c0_g1_i11" 0.317523 0.346119 0
"TRINITY_DN4588_c0_g1_i12" 0 0 0
"TRINITY_DN4588_c0_g1_i14" 5.94513e-06 0 0
"TRINITY_DN4588_c0_g1_i15" 0.305518 0 5.19297
"TRINITY_DN4588_c0_g1_i2" 187 478.222 0.718258
"TRINITY_DN4588_c0_g1_i3" 0 4.15699 0
"TRINITY_DN4588_c0_g1_i5" 0.549669 0.454975 2.55175
"TRINITY_DN4588_c0_g1_i7" 5.23588 6.88322 0
"TRINITY_DN4588_c0_g1_i9" 0.629383 0.917701 0
"TRINITY_DN4588_c5_g2_i1" 0 0.732854 0
"TRINITY_DN4588_c5_g2_i2" 17.4594 44.2605 0.0172067
"TRINITY_DN4588_c5_g2_i5" 0.823809 2.20079 0
"TRINITY_DN4588_c5_g1_i1" 2.58923 1.19451 0
"TRINITY_DN4522_c0_g1_i1" 0.0924333 0.526551 0
"TRINITY_DN4522_c0_g1_i2" 0 0 0
"TRINITY_DN4522_c0_g1_i3" 0 0.440652 0
"TRINITY_DN4528_c0_g1_i1" 163.586 103.597 0.472063
"TRINITY_DN4538_c0_g1_i1" 0.700371 0.906441 0
"TRINITY_DN4589_c0_g3_i1" 0 1.11716 0
"TRINITY_DN4589_c3_g1_i1" 0 0 0
"TRINITY_DN4589_c1_g1_i1" 0 0 0
"TRINITY_DN4589_c2_g1_i1" 0 0 0
"TRINITY_DN4589_c0_g1_i1" 0 0 0.272534
"TRINITY_DN4589_c0_g2_i1" 0.477279 0.347464 0
"TRINITY_DN4589_c0_g2_i2" 3.52194 2.55713 0
"TRINITY_DN4589_c0_g2_i5" 0 0 0
"TRINITY_DN4550_c0_g2_i1" 0 0 0.813008
"TRINITY_DN4550_c0_g2_i2" 5.26427 16.292 12.3298
"TRINITY_DN4550_c0_g2_i3" 0 0.454706 0
"TRINITY_DN4550_c6_g1_i1" 1.64019 1.13009 0
"TRINITY_DN4550_c2_g1_i1" 0 4.00167 0
"TRINITY_DN4550_c0_g1_i1" 0 0 0
"TRINITY_DN4550_c0_g3_i1" 0 0 1.05497
"TRINITY_DN4550_c0_g3_i2" 4.99592 3.35644 9.19801
"TRINITY_DN4568_c1_g1_i1" 0 0 0
"TRINITY_DN4568_c0_g1_i1" 0 0 0
"TRINITY_DN4569_c0_g1_i1" 0.102419 0.111541 0
"TRINITY_DN4531_c0_g1_i1" 1.77015 1.28498 0
"TRINITY_DN4531_c0_g1_i2" 0 0 0
"TRINITY_DN4531_c1_g1_i1" 0 0 0
"TRINITY_DN4502_c0_g1_i1" 1.32488 1.94888 0
"TRINITY_DN4514_c0_g1_i1" 0 0.283082 0
"TRINITY_DN4514_c0_g1_i3" 0 0 0
"TRINITY_DN4514_c0_g1_i4" 0 0 0
"TRINITY_DN4514_c0_g1_i9" 0 0.0709216 0.950106
"TRINITY_DN4507_c1_g1_i1" 2.24241 22.3166 7.0813
"TRINITY_DN4507_c1_g1_i3" 0.352447 0 0.763601
"TRINITY_DN4507_c0_g1_i1" 2.08295 1.3452 0
"TRINITY_DN4507_c0_g1_i2" 39.4654 30.1979 0.0203269
"TRINITY_DN4507_c0_g1_i3" 9.18113 3.72878 0
"TRINITY_DN4507_c0_g1_i4" 5.66555 2.97139 0
"TRINITY_DN4507_c0_g1_i5" 0.892914 2.38352 0
"TRINITY_DN4507_c0_g2_i1" 2.52859 5.57503 5.81182
"TRINITY_DN4507_c0_g2_i2" 5.50242 3.73064 0.117594
"TRINITY_DN4507_c0_g2_i3" 0.93574 5.1124 9.92019
"TRINITY_DN4507_c0_g3_i1" 7.05267 0 0
"TRINITY_DN4507_c0_g3_i2" 7.05267 41.0463 17.104
"TRINITY_DN4584_c10_g1_i1" 0 0 0
"TRINITY_DN4584_c14_g1_i1" 0.69169 9.73798 0
"TRINITY_DN4584_c0_g1_i10" 0 0.0801195 0
"TRINITY_DN4584_c0_g1_i12" 0 0 0
"TRINITY_DN4584_c0_g1_i2" 0 0 0.355285
"TRINITY_DN4584_c0_g1_i3" 0 0.502102 0
"TRINITY_DN4584_c0_g1_i8" 0 0 0.602455
"TRINITY_DN4584_c5_g1_i1" 0.269446 1.12936 0
"TRINITY_DN4584_c5_g1_i2" 15.6279 26.9188 6.5277
"TRINITY_DN4584_c0_g2_i1" 2.08173 0 0
"TRINITY_DN4584_c0_g2_i3" 1.34133 0.651744 0
"TRINITY_DN4584_c0_g2_i4" 0 0 0
"TRINITY_DN4584_c0_g2_i6" 0.165293 0 0
"TRINITY_DN4584_c13_g1_i1" 0 0 2.90761
"TRINITY_DN4586_c0_g2_i1" 0 0.565993 0
"TRINITY_DN4586_c0_g2_i2" 0 0 0
"TRINITY_DN4586_c0_g1_i1" 0 5.93003 32.6846
"TRINITY_DN4586_c0_g1_i3" 0.729795 2.34726 0
"TRINITY_DN4586_c1_g1_i1" 0 0 0
"TRINITY_DN4586_c1_g1_i2" 0.115142 0.876416 0
"TRINITY_DN4525_c0_g1_i1" 0.219854 1.75458 0
"TRINITY_DN4534_c0_g1_i10" 0 0 0
"TRINITY_DN4534_c0_g1_i11" 0 0 0
"TRINITY_DN4534_c0_g1_i14" 0 0 0
"TRINITY_DN4534_c0_g1_i15" 0 0.113025 0
"TRINITY_DN4534_c0_g1_i16" 0.386939 0 0
"TRINITY_DN4534_c0_g1_i18" 0 0 0
"TRINITY_DN4534_c0_g1_i20" 0 0 0
"TRINITY_DN4534_c0_g1_i21" 0 0 0
"TRINITY_DN4534_c0_g1_i22" 0 0 0
"TRINITY_DN4534_c0_g1_i23" 0 0 0
"TRINITY_DN4534_c0_g1_i24" 0 0 0
"TRINITY_DN4534_c0_g1_i27" 0 0 0
"TRINITY_DN4534_c0_g1_i28" 0.545314 0 0
"TRINITY_DN4534_c0_g1_i29" 0 0 0
"TRINITY_DN4534_c0_g1_i31" 0 0 0
"TRINITY_DN4534_c0_g1_i32" 0.52992 0 0
"TRINITY_DN4534_c0_g1_i6" 0 0 0
"TRINITY_DN4534_c0_g1_i7" 0 0 0
"TRINITY_DN4534_c0_g1_i8" 0 0 0
"TRINITY_DN4534_c0_g1_i9" 0 0.0734566 0
"TRINITY_DN4536_c0_g1_i1" 0.188414 0.943699 0
"TRINITY_DN4506_c0_g1_i1" 0 0.0604741 0.0164922
"TRINITY_DN4506_c0_g1_i4" 0 0.224663 0
"TRINITY_DN4509_c0_g1_i1" 0 0 0
"TRINITY_DN4509_c0_g1_i2" 0 0 0
"TRINITY_DN4509_c0_g1_i3" 0 0.141034 0
"TRINITY_DN4509_c0_g1_i4" 0 1.04294 0
"TRINITY_DN4595_c0_g1_i1" 17.325 56.3418 0.04046
"TRINITY_DN4526_c0_g1_i1" 2.49558 3.23526 0.462257
"TRINITY_DN4571_c0_g1_i1" 0.473761 0.436001 0
"TRINITY_DN4571_c0_g1_i2" 1.04086 0.0685461 0
"TRINITY_DN4571_c0_g1_i3" 0 0 0
"TRINITY_DN4571_c0_g1_i4" 0 0.709399 0
"TRINITY_DN4571_c0_g1_i5" 2.24174 8.15667 3.14275
"TRINITY_DN4571_c0_g1_i6" 0 0 0
"TRINITY_DN4571_c0_g1_i7" 0 0.365995 0
"TRINITY_DN4578_c7_g1_i1" 29.7233 22.5316 0.38584
"TRINITY_DN4578_c4_g1_i1" 0 1.11024 0
"TRINITY_DN4578_c4_g1_i2" 0 0.509736 0
"TRINITY_DN4578_c6_g1_i1" 0.325059 0.334137 6.52222
"TRINITY_DN4578_c0_g2_i2" 0 1.66018 0
"TRINITY_DN4578_c0_g2_i3" 4.6586 5.42334 0
"TRINITY_DN4578_c0_g3_i1" 8.1887 9.68562 0
"TRINITY_DN4578_c0_g3_i2" 1.08347 0.900913 0
"TRINITY_DN4578_c0_g1_i1" 2.66742 2.0601 0
"TRINITY_DN4578_c0_g1_i2" 0 0 0
"TRINITY_DN4578_c0_g1_i3" 6.72504 9.16121 0
"TRINITY_DN4578_c0_g1_i4" 0.20173 0.0708918 0
"TRINITY_DN4578_c0_g1_i5" 0 0 0
"TRINITY_DN4578_c3_g1_i1" 0.586129 1.89849 0.672195
"TRINITY_DN4541_c27_g1_i1" 0.269711 0.298002 0
"TRINITY_DN4541_c6_g5_i1" 0.167644 0 0
"TRINITY_DN4541_c14_g1_i1" 0 0 0
"TRINITY_DN4541_c20_g1_i1" 0 0 0
"TRINITY_DN4541_c20_g1_i2" 0 0 0
"TRINITY_DN4541_c0_g1_i1" 0 0 1.10838
"TRINITY_DN4541_c0_g1_i10" 0 0.747509 4.14886
"TRINITY_DN4541_c0_g1_i11" 0 0 0
"TRINITY_DN4541_c0_g1_i12" 2.81965 3.07537 2.22707
"TRINITY_DN4541_c0_g1_i13" 0 0 0
"TRINITY_DN4541_c0_g1_i14" 0.477786 0 0.0465658
"TRINITY_DN4541_c0_g1_i15" 0.701764 0.788574 0
"TRINITY_DN4541_c0_g1_i16" 0 1.04006 0.0831936
"TRINITY_DN4541_c0_g1_i17" 2.39384 1.27023 1.62313
"TRINITY_DN4541_c0_g1_i2" 0 0.0110009 0
"TRINITY_DN4541_c0_g1_i3" 1.10407 2.32227 0
"TRINITY_DN4541_c0_g1_i4" 0.648784 0 0
"TRINITY_DN4541_c0_g1_i5" 0 0 2.17413
"TRINITY_DN4541_c0_g1_i6" 0.192272 0 0
"TRINITY_DN4541_c0_g1_i7" 10.8316 8.03005 0
"TRINITY_DN4541_c0_g1_i8" 0 0 0
"TRINITY_DN4541_c0_g1_i9" 0.104669 0 0
"TRINITY_DN4541_c1_g1_i1" 0.295892 0 0
"TRINITY_DN4541_c6_g2_i1" 0 0.716108 0
"TRINITY_DN4541_c6_g2_i2" 0 0 0
"TRINITY_DN4541_c6_g2_i3" 0 0 0
"TRINITY_DN4541_c26_g1_i1" 1.4156 3.66043 0
"TRINITY_DN4541_c6_g3_i1" 0 0.454975 0
"TRINITY_DN4541_c6_g1_i1" 5.36246 7.08687 0.484092
"TRINITY_DN4587_c0_g1_i1" 0.196614 4.5472 0
"TRINITY_DN4519_c0_g1_i1" 0.323006 0 0
"TRINITY_DN4519_c0_g1_i2" 1.24125 0.222183 0
"TRINITY_DN4523_c1_g1_i1" 0 0 0
"TRINITY_DN4523_c2_g1_i1" 1.13284 1.25645 0
"TRINITY_DN4523_c0_g1_i11" 0 0 0
"TRINITY_DN4523_c0_g1_i12" 0 0 0
"TRINITY_DN4523_c0_g1_i15" 0 0 0
"TRINITY_DN4523_c0_g1_i16" 0 0 0
"TRINITY_DN4523_c0_g1_i17" 0 0 0
"TRINITY_DN4523_c0_g1_i18" 0 0 0
"TRINITY_DN4523_c0_g1_i2" 0 0.497584 0
"TRINITY_DN4523_c0_g1_i20" 0 0.0531709 0
"TRINITY_DN4523_c0_g1_i21" 0 0.23147 0
"TRINITY_DN4523_c0_g1_i22" 1.14728 2.03468 0
"TRINITY_DN4523_c0_g1_i24" 0 2.20128e-05 0
"TRINITY_DN4523_c0_g1_i4" 0 0.229522 0
"TRINITY_DN4523_c0_g1_i8" 0 0 0
"TRINITY_DN4523_c0_g1_i9" 0 0.307241 0
"TRINITY_DN4590_c0_g2_i1" 0 0.759535 0
"TRINITY_DN4590_c1_g1_i1" 0 4.45502e-06 0
"TRINITY_DN4590_c1_g1_i2" 0 0.438208 0
"TRINITY_DN4590_c1_g1_i6" 0 0 0
"TRINITY_DN4590_c1_g1_i7" 0 0 0
"TRINITY_DN4590_c1_g1_i8" 0 0 0
"TRINITY_DN4590_c1_g2_i1" 0 0 0
"TRINITY_DN4590_c0_g1_i2" 0 0 0.094685
"TRINITY_DN4590_c0_g1_i3" 0 0 0
"TRINITY_DN4590_c0_g1_i5" 0 0.129017 0.954585
"TRINITY_DN4590_c0_g3_i1" 0 1.46771 0
"TRINITY_DN4524_c0_g1_i1" 0 0.238562 0
"TRINITY_DN4524_c0_g1_i12" 0 0 0
"TRINITY_DN4524_c0_g1_i14" 0 0 0
"TRINITY_DN4524_c0_g1_i2" 0 0 0
"TRINITY_DN4524_c0_g1_i3" 0 0 0
"TRINITY_DN4524_c0_g1_i5" 0 0 0
"TRINITY_DN4524_c0_g1_i6" 0 0 0
"TRINITY_DN4524_c0_g1_i7" 0 0 0
"TRINITY_DN4524_c0_g1_i8" 0 0.363283 0
"TRINITY_DN4524_c0_g1_i9" 0 0 0
"TRINITY_DN4566_c0_g2_i1" 0 0.34243 0
"TRINITY_DN4566_c0_g2_i2" 0 0.840003 0
"TRINITY_DN4566_c0_g2_i3" 0.551441 0 0.141757
"TRINITY_DN4566_c6_g1_i1" 0 0.586829 0
"TRINITY_DN4566_c2_g2_i1" 0 0 0
"TRINITY_DN4566_c2_g2_i2" 0 0.33166 0
"TRINITY_DN4566_c2_g2_i3" 0 0 0.0929011
"TRINITY_DN4566_c2_g3_i1" 0.379492 3.34964 8.9771
"TRINITY_DN4566_c0_g3_i1" 0 0 0
"TRINITY_DN4566_c0_g3_i3" 0.154646 0.273338 0
"TRINITY_DN4566_c0_g3_i4" 5.54008 9.06179 0
"TRINITY_DN4566_c0_g1_i1" 0 0 0
"TRINITY_DN4566_c0_g1_i3" 0 0 0
"TRINITY_DN4566_c0_g1_i4" 1.25614 1.4699 0
"TRINITY_DN4566_c0_g1_i5" 0 0.579922 0
"TRINITY_DN4566_c2_g1_i1" 0 0 0.128422
"TRINITY_DN4566_c1_g1_i1" 8.91324 41.6104 0
"TRINITY_DN4566_c1_g1_i2" 0 0 0
"TRINITY_DN4510_c0_g1_i10" 0 0 0
"TRINITY_DN4510_c0_g1_i13" 0 0 0
"TRINITY_DN4510_c0_g1_i14" 0.374997 0 0
"TRINITY_DN4510_c0_g1_i15" 0.409886 0 0
"TRINITY_DN4510_c0_g1_i2" 0.949265 0 0
"TRINITY_DN4510_c0_g1_i3" 0 0 0
"TRINITY_DN4510_c0_g1_i4" 0.863741 0.0142919 0.0270817
"TRINITY_DN4510_c0_g1_i7" 8.59998 5.95758 4.66019
"TRINITY_DN4510_c0_g1_i8" 0 0.047691 0.105249
"TRINITY_DN4521_c0_g3_i1" 2.71936 5.58683 5.76143
"TRINITY_DN4521_c0_g1_i1" 2.39829 3.68411 0
"TRINITY_DN4521_c0_g2_i1" 41.5215 86.2308 2.80541
"TRINITY_DN4557_c0_g1_i1" 0 0.312042 0
"TRINITY_DN4557_c0_g1_i10" 0 0 0
"TRINITY_DN4557_c0_g1_i11" 0 0 0
"TRINITY_DN4557_c0_g1_i12" 0 0 0
"TRINITY_DN4557_c0_g1_i2" 0 0.0133538 0
"TRINITY_DN4557_c0_g1_i3" 0 0 0
"TRINITY_DN4557_c0_g1_i4" 0 0 0
"TRINITY_DN4557_c0_g1_i5" 0 0 0
"TRINITY_DN4557_c0_g1_i6" 0 0 0
"TRINITY_DN4557_c0_g1_i7" 0 0 0
"TRINITY_DN4557_c0_g1_i8" 0 0 0
"TRINITY_DN4557_c0_g1_i9" 0 0 0
"TRINITY_DN4553_c0_g1_i1" 0 0 0
"TRINITY_DN4512_c0_g1_i1" 0 0 0
"TRINITY_DN4512_c0_g2_i1" 1.33631 0.0727504 0
"TRINITY_DN4540_c0_g1_i1" 1.49481 2.69804 0.00919594
"TRINITY_DN4540_c0_g1_i2" 0.560556 0 0.00919594
"TRINITY_DN4560_c0_g1_i1" 0 0 0
"TRINITY_DN4530_c0_g1_i1" 0 0.249291 0
"TRINITY_DN4530_c0_g1_i10" 1.37901 0.17895 0
"TRINITY_DN4530_c0_g1_i11" 0 0 0
