"Accession_ID","Entry.name","Protein.names","Gene.names","Organism","Length"
"P49731","MCM6_SCHPO","DNA replication licensing factor mcm6 (EC 3.6.4.12) (Minichromosome maintenance protein 6)","mcm6 mis5 SPBC211.04c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",892
"O70157","TOP3A_MOUSE","DNA topoisomerase 3-alpha (EC 5.6.2.1) (DNA topoisomerase III alpha)","Top3a Top3","Mus musculus (Mouse)",1003
"Q9NR09","BIRC6_HUMAN","Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)","BIRC6 KIAA1289","Homo sapiens (Human)",4857
"O75369","FLNB_HUMAN","Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP)","FLNB FLN1L FLN3 TABP TAP","Homo sapiens (Human)",2602
"Q6PC64","ELOV6_DANRE","Elongation of very long chain fatty acids protein 6 (EC 2.3.1.199) (3-keto acyl-CoA synthase elovl6) (ELOVL fatty acid elongase 6) (ELOVL FA elongase 6) (Very long chain 3-ketoacyl-CoA synthase 6) (Very long chain 3-oxoacyl-CoA synthase 6)","elovl6","Danio rerio (Zebrafish) (Brachydanio rerio)",266
"Q5VTY9","HHAT_HUMAN","Protein-cysteine N-palmitoyltransferase HHAT (EC 2.3.1.-) (Hedgehog acyltransferase) (Melanoma antigen recognized by T-cells 2) (MART-2) (Skinny hedgehog protein 1)","HHAT MART2 SKI1","Homo sapiens (Human)",493
"P55196","AFAD_HUMAN","Afadin (ALL1-fused gene from chromosome 6 protein) (Protein AF-6) (Afadin adherens junction formation factor)","AFDN AF6 MLLT4","Homo sapiens (Human)",1824
"Q02040","AK17A_HUMAN","A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)","AKAP17A CXYorf3 DXYS155E SFRS17A XE7","Homo sapiens (Human)",695
"P20303","GTR1_PIG","Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1)","SLC2A1 GLUT1","Sus scrofa (Pig)",492
"Q80TN7","NAV3_MOUSE","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)","Nav3 Kiaa0938 Pomfil1","Mus musculus (Mouse)",2359
"P09668","CATH_HUMAN","Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain]","CTSH CPSB","Homo sapiens (Human)",335
"Q7TSF2","VGLU3_RAT","Vesicular glutamate transporter 3 (VGluT3) (Solute carrier family 17 member 8)","Slc17a8 Vglut3","Rattus norvegicus (Rat)",588
"Q9VQI9","AFFL_DROME","AF4/FMR2 family member lilli (Protein lilliputian) (Suppressor of Raf at 2A) (Suppressor of sina 2-1)","lilli l(2)00632 SS2-1 Su(Raf)2A CG8817","Drosophila melanogaster (Fruit fly)",1673
"Q9D1Q6","ERP44_MOUSE","Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)","Erp44 Kiaa0573 Txndc4","Mus musculus (Mouse)",406
"P28024","PSB4_XENLA","Proteasome subunit beta type-4 (EC 3.4.25.1) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (Fragment)","psmb4","Xenopus laevis (African clawed frog)",242
"Q95WA0","RL26_LITLI","60S ribosomal protein L26","RPL26","Littorina littorea (Common periwinkle)",144
"Q9WV30","NFAT5_MOUSE","Nuclear factor of activated T-cells 5 (NF-AT5) (Rel domain-containing transcription factor NFAT5) (T-cell transcription factor NFAT5)","Nfat5","Mus musculus (Mouse)",1534
"A5D8S5","SH3R1_DANRE","E3 ubiquitin-protein ligase SH3RF1 (EC 2.3.2.27) (Plenty of SH3s) (Protein POSH) (RING-type E3 ubiquitin transferase SH3RF1) (SH3 domain-containing RING finger protein 1)","sh3rf1 posh si:dkey-15j16.4","Danio rerio (Zebrafish) (Brachydanio rerio)",867
"Q962T5","RL24_SPOFR","60S ribosomal protein L24","RpL24","Spodoptera frugiperda (Fall armyworm)",155
"P03364","POL_SMRVH","Gag-Pro-Pol polyprotein [Cleaved into: Matrix protein p19; Core protein p16; Capsid protein p35 (Capsid protein p34); Probable nucleocapsid protein-dUTPase (NC-dUTPase) (EC 3.6.1.23); Protease 17 kDa (EC 3.4.23.-); Protease 13 kDa (EC 3.4.23.-); G-patch peptide; Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","pol","Squirrel monkey retrovirus (SMRV-H) (SMRV-HLB)",1880
"O95985","TOP3B_HUMAN","DNA topoisomerase 3-beta-1 (EC 5.6.2.1) (DNA topoisomerase III beta-1)","TOP3B TOP3B1","Homo sapiens (Human)",862
"P51841","GUC2F_HUMAN","Retinal guanylyl cyclase 2 (RETGC-2) (EC 4.6.1.2) (Guanylate cyclase 2F, retinal) (Guanylate cyclase F) (GC-F) (Rod outer segment membrane guanylate cyclase 2) (ROS-GC2)","GUCY2F GUC2F RETGC2","Homo sapiens (Human)",1108
"O16796","NPL11_CAEEL","Neprilysin-11 (EC 3.4.24.-)","nep-11 F18A12.8","Caenorhabditis elegans",848
"Q641Z5","CHAC2_RAT","Putative glutathione-specific gamma-glutamylcyclotransferase 2 (Gamma-GCG 2) (EC 4.3.2.7) (Cation transport regulator-like protein 2)","Chac2","Rattus norvegicus (Rat)",178
"P83941","ELOC_RAT","Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1)","Eloc Tceb1","Rattus norvegicus (Rat)",112
"Q8NBP5","MFSD9_HUMAN","Major facilitator superfamily domain-containing protein 9","MFSD9 PSEC0066","Homo sapiens (Human)",474
"Q9ES46","PARVB_MOUSE","Beta-parvin","Parvb","Mus musculus (Mouse)",365
"Q5RFN2","MUTA_PONAB","Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)","MMUT MUT","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",750
"P62890","RL30_RAT","60S ribosomal protein L30","Rpl30","Rattus norvegicus (Rat)",115
"Q9WTM5","RUVB2_MOUSE","RuvB-like 2 (EC 3.6.4.12) (p47 protein)","Ruvbl2","Mus musculus (Mouse)",463
"A9NUH8","METK1_PICSI","S-adenosylmethionine synthase 1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1)","METK1","Picea sitchensis (Sitka spruce) (Pinus sitchensis)",393
"Q9PU45","RADI_CHICK","Radixin","RDX","Gallus gallus (Chicken)",583
"Q2G8Y3","EFG_NOVAD","Elongation factor G (EF-G)","fusA Saro_1246","Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CIP 105152 / NBRC 16084 / F199)",690
"Q8JZQ9","EIF3B_MOUSE","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116)","Eif3b Eif3s9","Mus musculus (Mouse)",803
"Q96JN8","NEUL4_HUMAN","Neuralized-like protein 4","NEURL4 KIAA1787","Homo sapiens (Human)",1562
"O75581","LRP6_HUMAN","Low-density lipoprotein receptor-related protein 6 (LRP-6)","LRP6","Homo sapiens (Human)",1613
"O65041","UBA3_ARATH","NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (RUB-activating enzyme) (Ubiquitin-activating enzyme E1-like protein)","ECR1 At5g19180 T24G5_80","Arabidopsis thaliana (Mouse-ear cress)",454
"Q99ME2","WDR6_MOUSE","WD repeat-containing protein 6 (mWDR6)","Wdr6","Mus musculus (Mouse)",1125
"P27708","PYR1_HUMAN","CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]","CAD","Homo sapiens (Human)",2225
"Q9NQV7","PRDM9_HUMAN","Histone-lysine N-methyltransferase PRDM9 (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-) ([histone H3]-lysine36 N-trimethyltransferase PRDM9) (EC 2.1.1.359) ([histone H3]-lysine4 N-trimethyltransferase PRDM9) (EC 2.1.1.354) ([histone H3]-lysine9 N-trimethyltransferase PRDM9) (EC 2.1.1.355) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.361)","PRDM9 PFM6","Homo sapiens (Human)",894
"Q13118","KLF10_HUMAN","Krueppel-like factor 10 (EGR-alpha) (Transforming growth factor-beta-inducible early growth response protein 1) (TGFB-inducible early growth response protein 1) (TIEG-1)","KLF10 TIEG TIEG1","Homo sapiens (Human)",480
"Q8IWW8","HOT_HUMAN","Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1) (Fe-containing alcohol dehydrogenase)","ADHFE1 HMFT2263","Homo sapiens (Human)",467
"Q5T9A4","ATD3B_HUMAN","ATPase family AAA domain-containing protein 3B (AAA-TOB3)","ATAD3B KIAA1273 TOB3","Homo sapiens (Human)",648
"Q5R5A0","ANXA2_PONAB","Annexin A2 (Annexin-2)","ANXA2 ANX2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",339
"Q869E1","DNLI1_DICDI","DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)","lig1 DDB_G0274493","Dictyostelium discoideum (Slime mold)",1192
"Q51330","OXLT_OXAFO","Oxalate:formate antiporter (OFA) (Oxalate:formate antiport protein) (Oxalate:formate exchange protein)","oxlT","Oxalobacter formigenes",418
"Q3TZZ7","ESYT2_MOUSE","Extended synaptotagmin-2 (E-Syt2)","Esyt2 D12Ertd551e Fam62b","Mus musculus (Mouse)",845
"P08003","PDIA4_MOUSE","Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)","Pdia4 Cai Erp72","Mus musculus (Mouse)",638
"O01775","NEKL2_CAEEL","Serine/threonine-protein kinase nekl-2 (EC 2.7.11.1) (Never in mitosis A kinase-like 2) (NimA-kinase-like 2)","nekl-2 ZC581.1","Caenorhabditis elegans",357
"P24798","AT1A3_CHICK","Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 7.2.2.13) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3)","ATP1A3","Gallus gallus (Chicken)",1010
"P63100","CANB1_RAT","Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)","Ppp3r1 Cna2 Cnb","Rattus norvegicus (Rat)",170
"P49848","TAF6_HUMAN","Transcription initiation factor TFIID subunit 6 (RNA polymerase II TBP-associated factor subunit E) (Transcription initiation factor TFIID 70 kDa subunit) (TAF(II)70) (TAFII-70) (TAFII70) (Transcription initiation factor TFIID 80 kDa subunit) (TAF(II)80) (TAFII-80) (TAFII80)","TAF6 TAF2E TAFII70","Homo sapiens (Human)",677
"Q3UHD6","SNX27_MOUSE","Sorting nexin-27","Snx27 Kiaa0488","Mus musculus (Mouse)",539
"Q9UHC7","MKRN1_HUMAN","E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)","MKRN1 RNF61","Homo sapiens (Human)",482
"Q8TDM6","DLG5_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)","DLG5 KIAA0583 PDLG","Homo sapiens (Human)",1919
"Q5R4N8","A2MG_PONAB","Alpha-2-macroglobulin (Alpha-2-M)","A2M","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",1474
"P16563","CRIS2_MOUSE","Cysteine-rich secretory protein 2 (CRISP-2) (Testis-specific protein TPX-1)","Crisp2 Tpx-1 Tpx1","Mus musculus (Mouse)",243
"Q0MQB3","NDUA9_GORGO","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)","NDUFA9","Gorilla gorilla gorilla (Western lowland gorilla)",377
"Q86UD4","ZN329_HUMAN","Zinc finger protein 329","ZNF329","Homo sapiens (Human)",541
"P0A9U0","YBBA_SHIFL","Uncharacterized ABC transporter ATP-binding protein YbbA","ybbA SF0439 S0447","Shigella flexneri",228
"Q9H7D0","DOCK5_HUMAN","Dedicator of cytokinesis protein 5","DOCK5","Homo sapiens (Human)",1870
"Q9VR56","TM10A_DROME","tRNA methyltransferase 10 homolog A (EC 2.1.1.221) (RNA (guanine-9-)-methyltransferase domain-containing protein 2 homolog)","trmt10a CG14618","Drosophila melanogaster (Fruit fly)",319
"Q8QZR1","ATTY_MOUSE","Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase)","Tat","Mus musculus (Mouse)",454
"O13019","RS12_ORENI","40S ribosomal protein S12","rps12","Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)",132
"A0A0P6JG37","ASAH1_HETGA","Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]","ASAH1","Heterocephalus glaber (Naked mole rat)",395
"Q8LGF7","PEX4_ARATH","Protein PEROXIN-4 (AtPEX4) (E2 ubiquitin-conjugating enzyme 21) (Probable ubiquitin-conjugating enzyme E2 21) (EC 2.3.2.23) (Ubiquitin carrier protein 21)","PEX4 UBC21 At5g25760 F18A17.10","Arabidopsis thaliana (Mouse-ear cress)",157
"Q9ESK4","ING2_MOUSE","Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (p33ING2)","Ing2 Ing1l","Mus musculus (Mouse)",281
"A6NFN3","RFOX3_HUMAN","RNA binding protein fox-1 homolog 3 (Fox-1 homolog C) (Neuronal nuclei antigen) (NeuN antigen)","RBFOX3","Homo sapiens (Human)",312
"Q6YNC8","H2AZ_SHEEP","Histone H2A.Z (H2A/z)","H2AZ1","Ovis aries (Sheep)",128
"Q13127","REST_HUMAN","RE1-silencing transcription factor (Neural-restrictive silencer factor) (X2 box repressor)","REST NRSF XBR","Homo sapiens (Human)",1097
"Q99PJ7","ZN689_RAT","Zinc finger protein 689 (Transcription factor HIT-39)","Znf689 Hit39 Zfp689","Rattus norvegicus (Rat)",500
"Q9UL36","ZN236_HUMAN","Zinc finger protein 236","ZNF236","Homo sapiens (Human)",1845
"Q5S1U6","IFRD1_PIG","Interferon-related developmental regulator 1","IFRD1","Sus scrofa (Pig)",450
"Q69ZR2","HECD1_MOUSE","E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1) (Protein open mind)","Hectd1 Kiaa1131 Opm","Mus musculus (Mouse)",2618
"Q99JY0","ECHB_MOUSE","Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]","Hadhb","Mus musculus (Mouse)",475
"Q8R317","UBQL1_MOUSE","Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1)","Ubqln1 Plic1","Mus musculus (Mouse)",582
"Q8C0T5","SI1L1_MOUSE","Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1)","Sipa1l1 Kiaa0440","Mus musculus (Mouse)",1782
"O17503","ACTC_BRALA","Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, N-terminally processed]","","Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)",375
"Q94B08","RDL1_ARATH","Germination-specific cysteine protease 1 (EC 3.4.22.-) (RD21A-like protease 1)","GCP1 RDL1 At4g36880 C7A10.480","Arabidopsis thaliana (Mouse-ear cress)",376
"Q8BU40","NAL4A_MOUSE","NACHT, LRR and PYD domains-containing protein 4A (NALP-ita)","Nlrp4a Nalp4a","Mus musculus (Mouse)",982
"Q2HJ57","COTL1_BOVIN","Coactosin-like protein","COTL1","Bos taurus (Bovine)",142
"Q61990","PCBP2_MOUSE","Poly(rC)-binding protein 2 (Alpha-CP2) (CTBP) (CBP) (Putative heterogeneous nuclear ribonucleoprotein X) (hnRNP X)","Pcbp2 Cbp Hnrnpx Hnrpx","Mus musculus (Mouse)",362
"Q3UMQ8","NAF1_MOUSE","H/ACA ribonucleoprotein complex non-core subunit NAF1","Naf1","Mus musculus (Mouse)",489
"Q9H2K8","TAOK3_HUMAN","Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3)","TAOK3 DPK JIK KDS MAP3K18","Homo sapiens (Human)",898
"P40413","TCPE_YEAST","T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)","CCT5 TCP5 YJR064W J1752","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",562
"Q9NVS9","PNPO_HUMAN","Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)","PNPO","Homo sapiens (Human)",261
"Q9Y7Y8","SYQ_SCHPO","Probable glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)","qrs1 SPBC342.02","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",811
"Q96B26","EXOS8_HUMAN","Exosome complex component RRP43 (Exosome component 8) (Opa-interacting protein 2) (OIP-2) (Ribosomal RNA-processing protein 43) (p9)","EXOSC8 OIP2 RRP43","Homo sapiens (Human)",276
"Q8MSF5","RNK_DROME","Ribonuclease kappa (RNase K) (RNase kappa) (EC 3.1.-.-)","RNASEK l(2)NC110 CG40127","Drosophila melanogaster (Fruit fly)",95
"Q8TCT8","SPP2A_HUMAN","Signal peptide peptidase-like 2A (SPP-like 2A) (SPPL2a) (EC 3.4.23.-) (Intramembrane protease 3) (IMP-3) (Presenilin-like protein 2)","SPPL2A IMP3 PSL2 PSEC0147","Homo sapiens (Human)",520
"Q4R941","SPT4H_MACFA","Transcription elongation factor SPT4 (DRB sensitivity-inducing factor small subunit) (DSIF small subunit)","SUPT4H1 QtsA-10763","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",117
"P23880","PP12_SCHPO","Serine/threonine-protein phosphatase PP1-2 (EC 3.1.3.16) (Suppressor protein SDS21)","sds21 SPCC31H12.05c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",322
"Q9I8F9","HSP71_ORYLA","Heat shock 70 kDa protein 1 (HSP70-1)","","Oryzias latipes (Japanese rice fish) (Japanese killifish)",639
"O35493","CLK4_MOUSE","Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4)","Clk4","Mus musculus (Mouse)",481
"Q9H6S0","YTDC2_HUMAN","3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (YTH domain-containing protein 2) (hYTHDC2)","YTHDC2","Homo sapiens (Human)",1430
"P91950","GNAQ_HOMAM","Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q)","","Homarus americanus (American lobster)",353
"P51842","GUC2F_RAT","Retinal guanylyl cyclase 2 (RETGC-2) (EC 4.6.1.2) (Guanylate cyclase 2F, retinal) (Guanylate cyclase F) (GC-F) (Rod outer segment membrane guanylate cyclase 2) (ROS-GC2)","Gucy2f Guc2f","Rattus norvegicus (Rat)",1108
"Q8BPU7","ELMO1_MOUSE","Engulfment and cell motility protein 1 (Protein ced-12 homolog)","Elmo1","Mus musculus (Mouse)",727
"Q96KC8","DNJC1_HUMAN","DnaJ homolog subfamily C member 1 (DnaJ protein homolog MTJ1)","DNAJC1 HTJ1","Homo sapiens (Human)",554
"O35604","NPC1_MOUSE","NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)","Npc1","Mus musculus (Mouse)",1277
"Q95NR9","CALM_METSE","Calmodulin (CaM)","","Metridium senile (Brown sea anemone) (Frilled sea anemone)",149
"Q9Y4B4","ARIP4_HUMAN","Helicase ARIP4 (EC 3.6.4.12) (Androgen receptor-interacting protein 4) (RAD54-like protein 2)","RAD54L2 ARIP4 KIAA0809","Homo sapiens (Human)",1467
"Q7SIB2","CO4A1_BOVIN","Collagen alpha-1(IV) chain [Cleaved into: Arresten]","COL4A1","Bos taurus (Bovine)",1669
"E1V8I1","GLTB_HALED","Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (GOGAT) (Glutamate synthase subunit alpha) (GLTS alpha chain)","gltB HELO_3753","Halomonas elongata (strain ATCC 33173 / DSM 2581 / NBRC 15536 / NCIMB 2198 / 1H9)",1482
"Q9D0R2","SYTC_MOUSE","Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)","Tars1 Tars","Mus musculus (Mouse)",722
"Q96GQ7","DDX27_HUMAN","Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)","DDX27 cPERP-F RHLP HSPC259 PP3241","Homo sapiens (Human)",796
"Q86XI2","CNDG2_HUMAN","Condensin-2 complex subunit G2 (Chromosome-associated protein G2) (CAP-G2) (hCAP-G2) (Leucine zipper protein 5) (Non-SMC condensin II complex subunit G2)","NCAPG2 LUZP5","Homo sapiens (Human)",1143
"Q9CZN7","GLYM_MOUSE","Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)","Shmt2","Mus musculus (Mouse)",504
"Q9Y388","RBMX2_HUMAN","RNA-binding motif protein, X-linked 2","RBMX2 CGI-79","Homo sapiens (Human)",322
"P42689","SRK3_SPOLA","Tyrosine-protein kinase SRK3 (EC 2.7.10.2) (Fragment)","SRK3","Spongilla lacustris (Freshwater sponge)",334
"Q80Y84","KDM5B_MOUSE","Lysine-specific demethylase 5B (EC 1.14.11.67) (Histone demethylase JARID1B) (Jumonji/ARID domain-containing protein 1B) (PLU-1) ([histone H3]-trimethyl-L-lysine(4) demethylase 5B)","Kdm5b Jarid1b Kiaa4034 Plu1","Mus musculus (Mouse)",1544
"Q9GZQ8","MLP3B_HUMAN","Microtubule-associated proteins 1A/1B light chain 3B (Autophagy-related protein LC3 B) (Autophagy-related ubiquitin-like modifier LC3 B) (MAP1 light chain 3-like protein 2) (MAP1A/MAP1B light chain 3 B) (MAP1A/MAP1B LC3 B) (Microtubule-associated protein 1 light chain 3 beta)","MAP1LC3B MAP1ALC3","Homo sapiens (Human)",125
"O46037","VINC_DROME","Vinculin","Vinc CG3299","Drosophila melanogaster (Fruit fly)",961
"C3XVM1","GATC_BRAFL","Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial (Glu-AdT subunit C) (EC 6.3.5.-)","BRAFLDRAFT_270748","Branchiostoma floridae (Florida lancelet) (Amphioxus)",149
"Q9VWB0","TECPR_DROME","Tectonin beta-propeller repeat-containing protein (Peroxin-23 protein)","Pex23 CG32226","Drosophila melanogaster (Fruit fly)",1350
"P0DOV9","SLAD_PSEPU","3-sulfolactaldehyde dehydrogenase (SLA dehydrogenase) (EC 1.2.1.97)","PpSQ1_00395","Pseudomonas putida (Arthrobacter siderocapsulatus)",486
"Q96SU4","OSBL9_HUMAN","Oxysterol-binding protein-related protein 9 (ORP-9) (OSBP-related protein 9)","OSBPL9 ORP9 OSBP4","Homo sapiens (Human)",736
"Q9P2P1","NYNRI_HUMAN","Protein NYNRIN (NYN domain and retroviral integrase catalytic domain-containing protein) (Protein cousin of GIN1)","NYNRIN CGIN1 KIAA1305","Homo sapiens (Human)",1898
