"Accession_ID","Entry.name","Protein.names","Gene.names","Organism","Length"
"Q8R123","FAD1_MOUSE","FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region]","Flad1","Mus musculus (Mouse)",492
"Q9ZWG1","PUMP2_ARATH","Mitochondrial uncoupling protein 2 (AtPUMP2)","PUMP2 UCP2 At5g58970 K19M22.16","Arabidopsis thaliana (Mouse-ear cress)",305
"Q86A72","Y4781_DICDI","Recoverin family protein DDB_G0274781","DDB_G0274781","Dictyostelium discoideum (Slime mold)",225
"Q0VCU1","ACOC_BOVIN","Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Iron-responsive element-binding protein 1) (IRE-BP 1)","ACO1","Bos taurus (Bovine)",889
"P49756","RBM25_HUMAN","RNA-binding protein 25 (Arg/Glu/Asp-rich protein of 120 kDa) (RED120) (Protein S164) (RNA-binding motif protein 25) (RNA-binding region-containing protein 7)","RBM25 RNPC7","Homo sapiens (Human)",843
"Q9LUQ6","RL192_ARATH","60S ribosomal protein L19-2","RPL19B At3g16780 MGL6.25","Arabidopsis thaliana (Mouse-ear cress)",209
"Q7Z4T9","CFA91_HUMAN","Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)","CFAP91 AAT1 C3orf15 MAATS1","Homo sapiens (Human)",767
"P20902","CISY_ACIAN","Citrate synthase (EC 2.3.3.16)","gltA","Acinetobacter calcoaceticus subsp. anitratus",424
"Q8T2Q0","ZDHC6_DICDI","Putative ZDHHC-type palmitoyltransferase 6 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 6)","DDB_G0275149","Dictyostelium discoideum (Slime mold)",698
"Q9FGZ9","UBL5_ARATH","Ubiquitin-like protein 5","UBL5 At5g42300 K5J14.10","Arabidopsis thaliana (Mouse-ear cress)",73
"Q54P92","METH_DICDI","Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Vitamin-B12 dependent methionine synthase) (MS)","mtr DDB_G0284699","Dictyostelium discoideum (Slime mold)",1260
"Q8C5T8","CC113_MOUSE","Coiled-coil domain-containing protein 113","Ccdc113","Mus musculus (Mouse)",377
"E1BB03","ZRAB3_BOVIN","DNA annealing helicase and endonuclease ZRANB3 (Annealing helicase 2) (AH2) (Zinc finger Ran-binding domain-containing protein 3) [Includes: DNA annealing helicase ZRANB3 (EC 3.6.4.-); Endonuclease ZRANB3 (EC 3.1.-.-)]","ZRANB3","Bos taurus (Bovine)",1074
"Q8QZY1","EIF3L_MOUSE","Eukaryotic translation initiation factor 3 subunit L (eIF3l) (66 kDa tyrosine-rich heat shock protein) (67 kDa polymerase-associated factor) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein) (HSP-66Y) (PAF67)","Eif3l Eif3eip Eif3s6ip Paf67","Mus musculus (Mouse)",564
"P34736","TKT_PICST","Transketolase (TK) (EC 2.2.1.1)","TKT TKT1 PICST_67105","Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)",677
"Q06056","AT5G2_SHEEP","ATP synthase F(0) complex subunit C2, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 2) (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)","ATP5MC2 ATP5G2","Ovis aries (Sheep)",143
"Q9C5J3","RRC1_ARATH","Protein RRC1 (Reduced red-light responses in cry1cry2 background 1)","RRC1 At5g25060 T11H3.70","Arabidopsis thaliana (Mouse-ear cress)",946
"A8HYU5","METK_CHLRE","S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase) (MAT)","METM CHLREDRAFT_182408","Chlamydomonas reinhardtii (Chlamydomonas smithii)",390
"P43524","CYAA_ANACY","Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)","cya","Anabaena cylindrica",502
"B4KNA9","TULP_DROMO","Protein king tubby","king-tubby GI20804","Drosophila mojavensis (Fruit fly)",453
"Q9LM92","SMD3B_ARATH","Small nuclear ribonucleoprotein SmD3b (SmD3-b) (snRNP core protein D3-b)","SMD3B At1g20580 F2D10.7 F5M15.9","Arabidopsis thaliana (Mouse-ear cress)",131
"Q23681","GCY4_CAEEL","Receptor-type guanylate cyclase gcy-4 (EC 4.6.1.2)","gcy-4 ZK970.5","Caenorhabditis elegans",1136
"Q8CF82","ABCA5_RAT","ATP-binding cassette sub-family A member 5","Abca5","Rattus norvegicus (Rat)",1642
"P36017","VPS21_YEAST","Vacuolar protein sorting-associated protein 21 (GTP-binding protein YPT51) (Vacuolar protein-targeting protein 12)","VPS21 VPS12 VPT12 YPT21 YPT51 YOR089C YOR3154C","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",210
"O81635","KN14G_ARATH","Kinesin-like protein KIN-14G (Kinesin-like protein KatD)","KIN14G ATK4 KATD At5g27000 F2P16.12","Arabidopsis thaliana (Mouse-ear cress)",987
"Q38997","KIN10_ARATH","SNF1-related protein kinase catalytic subunit alpha KIN10 (AKIN10) (EC 2.7.11.1) (AKIN alpha-2) (AKINalpha2) (SNF1-related kinase 1.1) (SnRK1.1)","KIN10 AK21 AKIN10 SKIN10 SNR2 SNRK1.1 At3g01090 T4P13.22","Arabidopsis thaliana (Mouse-ear cress)",512
"Q9QYM0","MRP5_RAT","Multidrug resistance-associated protein 5 (ATP-binding cassette sub-family C member 5)","Abcc5 Abcc5a Mrp5","Rattus norvegicus (Rat)",1436
"Q9QZS5","SGK2_MOUSE","Serine/threonine-protein kinase Sgk2 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 2)","Sgk2","Mus musculus (Mouse)",367
"Q6NX27","MINY3_XENTR","Ubiquitin carboxyl-terminal hydrolase MINDY-3 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-3) (Protein CARP)","mindy3 carp fam188a","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",441
"B8JAX1","GPDA_ANAD2","Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)","gpsA A2cp1_0425","Anaeromyxobacter dehalogenans (strain 2CP-1 / ATCC BAA-258)",332
"Q9BKS0","AT5G_CAEEL","ATP synthase lipid-binding protein, mitochondrial (ATP synthase c subunit) (ATPase protein 9) (ATPase subunit c)","Y82E9BR.3","Caenorhabditis elegans",116
"Q39604","IDLC_CHLRE","28 kDa inner dynein arm light chain, axonemal (p28)","IDA4 P28 CHLREDRAFT_132451","Chlamydomonas reinhardtii (Chlamydomonas smithii)",253
"Q54NJ4","DHX15_DICDI","Putative pre-mRNA-splicing factor ATP-dependent RNA helicase dhx15 (EC 3.6.4.13) (DEAH box protein 15)","dhx15 prp43 DDB_G0285213","Dictyostelium discoideum (Slime mold)",727
"Q84M24","AB1A_ARATH","ABC transporter A family member 1 (ABC transporter ABCA.1) (AtABCA1) (ABC one homolog protein 1) (AtAOH1)","ABCA1 ABC1 AOH1 At2g41700 T32G6.22","Arabidopsis thaliana (Mouse-ear cress)",1882
"Q6YZ54","RFC3_ORYSJ","Replication factor C subunit 3 (OsRFC3) (Activator 1 subunit 3)","RFC3 Os02g0775200 LOC_Os02g53500 OJ1448_G06.20 OSJNBb0013K01.1","Oryza sativa subsp. japonica (Rice)",361
"Q54MZ4","MCFB_DICDI","Mitochondrial substrate carrier family protein B","mcfB DDB_G0285599","Dictyostelium discoideum (Slime mold)",434
"P40911","EF1A_AJECG","Elongation factor 1-alpha (EF-1-alpha)","TEF HCBG_06718","Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)",460
"Q6ZMV9","KIF6_HUMAN","Kinesin-like protein KIF6","KIF6 C6orf102","Homo sapiens (Human)",814
"Q8S9J0","TAUE4_ARATH","Sulfite exporter TauE/SafE family protein 4","At2g36630 F13K3.3 F1O11.26","Arabidopsis thaliana (Mouse-ear cress)",459
"Q7M3S9","RNGB_DICDI","RING finger protein B (Protein rngB)","rngB DDB_G0268860","Dictyostelium discoideum (Slime mold)",943
"Q867X0","PARG1_CAEEL","Poly(ADP-ribose) glycohydrolase 1 (EC 3.2.1.143) (Poly ADP-ribose metabolism enzyme 3)","parg-1 pme-3 F20C5.1","Caenorhabditis elegans",781
"Q9VUV9","U520_DROME","Putative U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Protein lethal (3) 72Ab)","l(3)72Ab CG5931","Drosophila melanogaster (Fruit fly)",2142
"Q5XF07","APE1L_ARATH","DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.-.-) (APEX1-like protein) (Apurinic-apyrimidinic endonuclease)","APE1L At3g48425 T29H11.60","Arabidopsis thaliana (Mouse-ear cress)",364
"Q6P3R8","NEK5_HUMAN","Serine/threonine-protein kinase Nek5 (EC 2.7.11.1) (Never in mitosis A-related kinase 5) (NimA-related protein kinase 5)","NEK5","Homo sapiens (Human)",708
"Q5RCG9","PFD3_PONAB","Prefoldin subunit 3 (von Hippel-Lindau-binding protein 1) (VBP-1) (VHL-binding protein 1)","VBP1 PFDN3","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",197
"Q8H5F8","ADPRM_ORYSJ","Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase (EC 3.6.1.13) (EC 3.6.1.16) (EC 3.6.1.53) (ADPRibase-Mn) (CDP-choline phosphohydrolase)","Os07g0688000 LOC_Os07g48840 OJ1150_E04.129 OJ1165_F02.106 OsJ_25650","Oryza sativa subsp. japonica (Rice)",321
"Q99297","ODC2_YEAST","Mitochondrial 2-oxodicarboxylate carrier 2","ODC2 YOR222W YOR50-12","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",307
"Q6QQT1","S39A1_TAKRU","Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zrt- and Irt-like protein 1) (ZIP-1)","slc39a1 zip1","Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)",302
"Q8X034","RL15_NEUCR","60S ribosomal protein L15","rpl-15 B21D9.030 NCU01776","Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)",203
"Q5XH16","NH2L1_XENLA","NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein)","snu13 nhp2l1","Xenopus laevis (African clawed frog)",128
"P53702","CCHL_MOUSE","Cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome c-type synthase)","Hccs Cchl","Mus musculus (Mouse)",272
"P52865","RL22_GADMO","60S ribosomal protein L22 (Fragment)","rpl22","Gadus morhua (Atlantic cod)",125
"Q8LGG0","FKB12_ARATH","Peptidyl-prolyl cis-trans isomerase FKBP12 (PPIase FKBP12) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FK506-binding protein 12) (AtFKBP12) (FKBP-12) (Immunophilin FKBP12) (Rotamase)","FKBP12 FKP12 At5g64350 MSJ1.19","Arabidopsis thaliana (Mouse-ear cress)",112
"Q2A865","S6A19_RAT","Sodium-dependent neutral amino acid transporter B(0)AT1 (Solute carrier family 6 member 19) (System B(0) neutral amino acid transporter AT1)","Slc6a19 B0at1","Rattus norvegicus (Rat)",634
"Q66KH2","ERGI3_XENLA","Endoplasmic reticulum-Golgi intermediate compartment protein 3","ergic3","Xenopus laevis (African clawed frog)",389
"B6KG46","CATIN_TOXGV","Cactin","CACTIN TGVEG_244380","Toxoplasma gondii (strain ATCC 50861 / VEG)",688
"O74862","UTP23_SCHPO","rRNA-processing protein utp23 (U three protein 23)","utp23 SPCC18.12c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",260
"P39986","ATC6_YEAST","Manganese-transporting ATPase 1 (EC 7.2.2.-)","SPF1 YEL031W","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",1215
"Q00737","SUDA_EMENI","Chromosome segregation protein sudA (DA-box protein sudA)","sudA AN6364","Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)",1215
"F2Z461","HERC6_MOUSE","E3 ISG15--protein ligase Herc6 (EC 2.3.2.-)","Herc6","Mus musculus (Mouse)",1003
"Q869L3","MDN1_DICDI","Midasin (Dynein-related AAA-ATPase mdn1) (MIDAS-containing protein)","mdn1 DDB_G0295765","Dictyostelium discoideum (Slime mold)",5900
"Q0DB53","RH52A_ORYSJ","DEAD-box ATP-dependent RNA helicase 52A (EC 3.6.4.13)","Os06g0602400 LOC_Os06g40020 P0486H12.18","Oryza sativa subsp. japonica (Rice)",602
"C9JRZ8","AK1BF_HUMAN","Aldo-keto reductase family 1 member B15 (EC 1.1.1.-) (EC 1.1.1.300) (EC 1.1.1.54) (Estradiol 17-beta-dehydrogenase AKR1B15) (Farnesol dehydrogenase) (EC 1.1.1.216) (Testosterone 17beta-dehydrogenase) (EC 1.1.1.64)","AKR1B15","Homo sapiens (Human)",316
"Q14679","TTLL4_HUMAN","Tubulin polyglutamylase TTLL4 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 4)","TTLL4 KIAA0173","Homo sapiens (Human)",1199
"Q6EX42","PI5K1_ORYSJ","Phosphatidylinositol 4-phosphate 5-kinase 1 (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase) (Diphosphoinositide kinase) (PIP5K) (PtdIns(4)P-5-kinase)","PIPK1 Os03g0701800 LOC_Os03g49510","Oryza sativa subsp. japonica (Rice)",801
"P40984","UBC9_SCHPO","SUMO-conjugating enzyme ubc9 (EC 2.3.2.-) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein hus5) (Ubiquitin-conjugating enzyme E2-18 kDa)","hus5 ubc9 SPAC30D11.13","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",157
"Q5R579","ARFRP_PONAB","ADP-ribosylation factor-related protein 1 (ARF-related protein 1)","ARFRP1","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",201
"Q8RXE7","AGD14_ARATH","Probable ADP-ribosylation factor GTPase-activating protein AGD14 (ARF GAP AGD14) (Protein ARF-GAP DOMAIN 14) (AtAGD14) (Protein ZIGA4)","AGD14 ZIG4 ZIGA4 At1g08680/At1g08690 F22O13.16/F22O13.17","Arabidopsis thaliana (Mouse-ear cress)",649
"Q2M329","CCD96_HUMAN","Coiled-coil domain-containing protein 96","CCDC96","Homo sapiens (Human)",555
"Q0IMS9","KN14Q_ORYSJ","Kinesin-like protein KIN-14Q (Kinesin O12) (OsKCH1)","KIN14Q KCH1 O12 Os12g0547500 LOC_Os12g36100 OsJ_36410","Oryza sativa subsp. japonica (Rice)",954
"A4IIN5","TISD_XENTR","mRNA decay activator protein ZFP36L2 (Zinc finger protein 36, C3H1 type-like 2)","zfp36l2","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",362
"Q96VG1","YBAI_SCHPO","Uncharacterized protein C119.18","SPBC119.18","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",69
"Q6BZQ9","NM111_YARLI","Pro-apoptotic serine protease NMA111 (EC 3.4.21.-)","NMA111 YALI0F31603g","Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)",984
"P41838","RAE1_SCHPO","Poly(A)+ RNA export protein","rae1 SPBC16A3.05c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",352
"O14157","MYO3_SCHPO","Myosin type-2 heavy chain 2 (Myosin type II heavy chain 2)","myo3 myp2 SPAC4A8.05c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",2104
"Q9XHH2","DNAL1_CHLRE","Dynein light chain 1, axonemal (DNAL1) (Flagellar outer arm dynein light chain 1) (ODA-LC protein LC1)","LC1 CHLREDRAFT_186669","Chlamydomonas reinhardtii (Chlamydomonas smithii)",198
"Q54NK8","GPN3_DICDI","GPN-loop GTPase 3 (ATP-binding domain 1 family member C homolog)","gpn3 atpbd1c DDB_G0285197","Dictyostelium discoideum (Slime mold)",285
"Q55DY8","MFRN_DICDI","Mitoferrin (Mitochondrial substrate carrier family protein F)","mcfF DDB_G0269470","Dictyostelium discoideum (Slime mold)",308
"P40282","H2A_PLAFA","Histone H2A","","Plasmodium falciparum",132
"Q39211","NRPB3_ARATH","DNA-directed RNA polymerases II, IV and V subunit 3 (DNA-directed RNA polymerase II 36 kDa polypeptide A) (DNA-directed RNA polymerase II subunit RPB3-A) (RNA polymerase II subunit 3-A) (RNA polymerase II subunit B3-A)","NRPB3 NRPD3 NRPE3A RPB36A At2g15430 F26H6.5","Arabidopsis thaliana (Mouse-ear cress)",319
"O27296","QUED_METTH","Putative 6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Archaeosine biosynthesis protein QueD)","queD MTH_1228","Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)",161
"Q24154","RL29_DROME","60S ribosomal protein L29 (L43)","RpL29 RpL43 CG10071","Drosophila melanogaster (Fruit fly)",76
"Q32L93","GMPR2_BOVIN","GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)","GMPR2","Bos taurus (Bovine)",348
"Q84VQ3","CIPKQ_ARATH","CBL-interacting serine/threonine-protein kinase 26 (EC 2.7.11.1) (SNF1-related kinase 3.26) (SOS2-like protein kinase PKS26)","CIPK26 PKS26 SnRK3.26 At5g21326 F13M11","Arabidopsis thaliana (Mouse-ear cress)",439
"Q01484","ANK2_HUMAN","Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin)","ANK2 ANKB","Homo sapiens (Human)",3957
"B0TJ29","RHLB_SHEHH","ATP-dependent RNA helicase RhlB (EC 3.6.4.13)","rhlB Shal_3892","Shewanella halifaxensis (strain HAW-EB4)",436
"Q99759","M3K3_HUMAN","Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3)","MAP3K3 MAPKKK3 MEKK3","Homo sapiens (Human)",626
"P07276","RAD2_YEAST","DNA repair protein RAD2 (EC 3.1.-.-)","RAD2 YGR258C","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",1031
"Q23280","DAF41_CAEEL","Co-chaperone protein daf-41 (Abnormal dauer formation protein daf-41) (p23/cytosolic prostaglandin E synthase 3 homolog)","daf-41 p23 ZC395.10","Caenorhabditis elegans",175
"Q54ES9","TCPB_DICDI","T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)","cct2 DDB_G0291358","Dictyostelium discoideum (Slime mold)",532
"P07260","IF4E_YEAST","Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)","CDC33 TIF45 YOL139C","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",213
"Q8L7M4","SDN5_ARATH","Small RNA degrading nuclease 5 (EC 3.1.-.-)","SDN5 At5g25800 F18A17.50","Arabidopsis thaliana (Mouse-ear cress)",567
"P02385","RL4B_XENLA","60S ribosomal protein L4-B (L1B)","rpl4-b rpl1b","Xenopus laevis (African clawed frog)",401
"F4JIN3","DNJ29_ARATH","DnaJ protein ERDJ2B (Chaperone protein dnaJ 29) (AtDjC29) (AtJ29) (Endoplasmic reticulum dnaJ domain-containing protein 2B) (AtERdj2B) (Translocation protein SEC63 homolog ERDJ2B)","ERDJ2B C29 At4g21180 F7J7.120","Arabidopsis thaliana (Mouse-ear cress)",661
"Q5E9G1","P2R3C_BOVIN","Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma","PPP2R3C","Bos taurus (Bovine)",453
"Q67W29","DAPB1_ORYSJ","Probable 4-hydroxy-tetrahydrodipicolinate reductase 1, chloroplastic (HTPA reductase 1) (EC 1.17.1.8)","DAPB1 Os02g0436400 LOC_Os02g24020 OJ1126_B05.33 OsJ_006340 OsJ_06538","Oryza sativa subsp. japonica (Rice)",343
"Q553R3","IF4G_DICDI","Eukaryotic translation initiation factor 4 gamma (eIF-4-gamma)","eif4g DDB_G0275395","Dictyostelium discoideum (Slime mold)",1377
"Q1JQE0","SNW1_BOVIN","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)","SNW1 SKIIP","Bos taurus (Bovine)",536
"Q9SGG3","ALA5_ARATH","Probable phospholipid-transporting ATPase 5 (AtALA5) (EC 7.6.2.1) (Aminophospholipid flippase 5)","ALA5 At1g72700 F28P22.11","Arabidopsis thaliana (Mouse-ear cress)",1228
"Q803I2","ERGI3_DANRE","Endoplasmic reticulum-Golgi intermediate compartment protein 3","ergic3 zgc:113959 zgc:55762","Danio rerio (Zebrafish) (Brachydanio rerio)",383
"Q9H172","ABCG4_HUMAN","ATP-binding cassette sub-family G member 4","ABCG4 WHITE2","Homo sapiens (Human)",646
"O42768","HEM2_CANGA","Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)","HEM2 CAGL0D06138g","Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)",340
"P80322","TNNC_BRALA","Troponin C","","Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)",163
"Q5SNN4","C3H40_ORYSJ","Zinc finger CCCH domain-containing protein 40 (OsC3H40)","Os06g0170500 LOC_Os06g07350 OsJ_019459 P0675A05.7","Oryza sativa subsp. japonica (Rice)",482
"Q852Q2","OSK1_ORYSJ","Serine/threonine protein kinase OSK1 (OsK1) (EC 2.7.11.1) (SUCROSE NON-FERMENTING-1 related protein kinase 1A) (SNF1-related kinase 1A) (SnRK1A)","OSK1 SNRK1A LOC_Os05g45420 Os05g0530500 OJ1131_E09.11 OSNPB_050530500","Oryza sativa subsp. japonica (Rice)",505
"Q45FA5","SRPK_PHYPO","Serine/threonine-protein kinase SRPK (PSRPK) (EC 2.7.11.1)","","Physarum polycephalum (Slime mold)",426
"Q8CFQ3","AQR_MOUSE","RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa)","Aqr Kiaa0560","Mus musculus (Mouse)",1481
"Q8W036","NIP42_ARATH","Probable aquaporin NIP4-2 (NOD26-like intrinsic protein 4-2) (AtNIP4;2) (Nodulin-26-like major intrinsic protein 5) (NodLikeMip5) (Protein NLM5)","NIP4-2 NLM5 At5g37820 K22F20.60","Arabidopsis thaliana (Mouse-ear cress)",283
"P37235","HPCL1_HUMAN","Hippocalcin-like protein 1 (Calcium-binding protein BDR-1) (HLP2) (Visinin-like protein 3) (VILIP-3)","HPCAL1 BDR1","Homo sapiens (Human)",193
"Q18885","BTF3_CAEEL","Transcription factor BTF3 homolog (Inhibitor of cell death 1) (Nascent polypeptide-associated complex subunit beta) (NAC-beta)","icd-1 C56C10.8","Caenorhabditis elegans",161
"Q2HJH6","SNR40_BOVIN","U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (WD repeat-containing protein 57)","SNRNP40 WDR57","Bos taurus (Bovine)",358
"Q9XGM2","MRE11_ARATH","Double-strand break repair protein MRE11 (AtMre11)","MRE11 At5g54260 MDK4.8","Arabidopsis thaliana (Mouse-ear cress)",720
"F4I6M1","POLIA_ARATH","DNA polymerase I A, chloroplastic/mitochondrial (EC 2.7.7.7) (DNA polymerase PolI-like B) (AtPolI-like A) (Polymerase gamma 2) (POLGAMMA2)","POLIA At1g50840 F8A12.8","Arabidopsis thaliana (Mouse-ear cress)",1050
"Q40532","NTF4_TOBAC","Mitogen-activated protein kinase homolog NTF4 (EC 2.7.11.24) (P45)","NTF4","Nicotiana tabacum (Common tobacco)",393
"Q9VBP3","TNKS_DROME","Poly [ADP-ribose] polymerase tankyrase (dTNKS) (EC 2.4.2.30) (Poly [ADP-ribose] polymerase) (Protein poly-ADP-ribosyltransferase tankyrase) (EC 2.4.2.-)","Tnks tankyrase CG4719","Drosophila melanogaster (Fruit fly)",1181
"P25840","HSP70_CHLRE","Heat shock 70 kDa protein","HSP70","Chlamydomonas reinhardtii (Chlamydomonas smithii)",650
"Q39565","DYHB_CHLRE","Dynein beta chain, flagellar outer arm","ODA4 ODA-4 SUP1","Chlamydomonas reinhardtii (Chlamydomonas smithii)",4568
"Q7KQL8","THIO_PLAF7","Thioredoxin (Trx)","PF14_0545","Plasmodium falciparum (isolate 3D7)",104
"P0CM24","GET3_CRYNJ","ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)","GET3 CNK02640","Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)",325
